"","Date","Time","Global_active_power","Global_reactive_power","Voltage","Global_intensity","Sub_metering_1","Sub_metering_2","Sub_metering_3"
"99",2007-02-01,"01:38:00","0.298","0.106","241.210","1.200","0.000","1.000",0
"100",2007-02-01,"01:39:00","0.296","0.106","241.270","1.200","0.000","1.000",0
"101",2007-02-01,"01:40:00","0.296","0.108","241.400","1.200","0.000","1.000",0
"102",2007-02-01,"01:41:00","0.296","0.108","241.610","1.200","0.000","1.000",0
"103",2007-02-01,"01:42:00","0.296","0.106","241.370","1.200","0.000","2.000",0
"104",2007-02-01,"01:43:00","0.294","0.106","240.990","1.200","0.000","1.000",0
"105",2007-02-01,"01:44:00","0.294","0.106","241.270","1.200","0.000","1.000",0
"106",2007-02-01,"01:45:00","0.242","0.000","241.260","1.000","0.000","0.000",0
"107",2007-02-01,"01:46:00","0.224","0.000","241.760","1.000","0.000","0.000",0
"108",2007-02-01,"01:47:00","0.224","0.000","242.380","1.000","0.000","0.000",0
"109",2007-02-01,"01:48:00","0.224","0.000","242.150","1.000","0.000","0.000",0
"110",2007-02-01,"01:49:00","0.288","0.050","241.690","1.400","0.000","0.000",0
"111",2007-02-01,"01:50:00","0.298","0.088","241.020","1.200","0.000","0.000",0
"112",2007-02-01,"01:51:00","0.298","0.088","240.750","1.200","0.000","0.000",0
"113",2007-02-01,"01:52:00","0.298","0.088","241.060","1.200","0.000","0.000",0
"114",2007-02-01,"01:53:00","0.300","0.090","241.570","1.200","0.000","0.000",0
"115",2007-02-01,"01:54:00","0.300","0.094","242.290","1.200","0.000","0.000",0
"116",2007-02-01,"01:55:00","0.300","0.096","242.770","1.200","0.000","0.000",0
"117",2007-02-01,"01:56:00","0.386","0.190","242.480","1.800","0.000","0.000",0
"118",2007-02-01,"01:57:00","0.406","0.228","242.240","1.800","0.000","0.000",0
"119",2007-02-01,"01:58:00","0.398","0.222","242.110","1.800","0.000","0.000",0
"120",2007-02-01,"01:59:00","0.326","0.116","240.550","1.400","0.000","0.000",0
"121",2007-02-01,"02:00:00","0.324","0.116","240.330","1.400","0.000","0.000",0
"122",2007-02-01,"02:01:00","0.328","0.126","242.570","1.400","0.000","0.000",0
"123",2007-02-01,"02:02:00","0.328","0.130","243.120","1.400","0.000","0.000",0
"124",2007-02-01,"02:03:00","0.326","0.128","243.050","1.400","0.000","0.000",0
"125",2007-02-01,"02:04:00","0.324","0.128","243.090","1.400","0.000","0.000",0
"126",2007-02-01,"02:05:00","0.322","0.124","242.070","1.400","0.000","0.000",0
"127",2007-02-01,"02:06:00","0.322","0.124","242.210","1.400","0.000","0.000",0
"128",2007-02-01,"02:07:00","0.322","0.126","242.470","1.400","0.000","0.000",0
"129",2007-02-01,"02:08:00","0.322","0.126","242.570","1.400","0.000","0.000",0
"130",2007-02-01,"02:09:00","0.322","0.128","243.080","1.400","0.000","0.000",0
"131",2007-02-01,"02:10:00","0.322","0.130","243.280","1.400","0.000","0.000",0
"132",2007-02-01,"02:11:00","0.242","0.000","243.520","1.000","0.000","0.000",0
"133",2007-02-01,"02:12:00","0.228","0.000","244.090","1.000","0.000","0.000",0
"134",2007-02-01,"02:13:00","0.228","0.000","244.020","1.000","0.000","0.000",0
"135",2007-02-01,"02:14:00","0.228","0.000","244.020","1.000","0.000","0.000",0
"136",2007-02-01,"02:15:00","0.226","0.000","243.250","1.000","0.000","0.000",0
"137",2007-02-01,"02:16:00","0.226","0.000","243.060","1.000","0.000","0.000",0
"138",2007-02-01,"02:17:00","0.228","0.000","243.380","1.000","0.000","0.000",0
"139",2007-02-01,"02:18:00","0.228","0.000","243.910","1.000","0.000","0.000",0
"140",2007-02-01,"02:19:00","0.228","0.000","243.930","1.000","0.000","0.000",0
"141",2007-02-01,"02:20:00","0.228","0.000","243.550","1.000","0.000","0.000",0
"142",2007-02-01,"02:21:00","0.228","0.000","243.450","1.000","0.000","0.000",0
"143",2007-02-01,"02:22:00","0.226","0.000","242.420","1.000","0.000","0.000",0
"144",2007-02-01,"02:23:00","0.226","0.000","243.140","1.000","0.000","0.000",0
"145",2007-02-01,"02:24:00","0.228","0.000","243.370","1.000","0.000","0.000",0
"146",2007-02-01,"02:25:00","0.228","0.000","243.530","1.000","0.000","0.000",0
"147",2007-02-01,"02:26:00","0.226","0.000","243.220","1.000","0.000","0.000",0
"148",2007-02-01,"02:27:00","0.228","0.000","243.570","1.000","0.000","0.000",0
"149",2007-02-01,"02:28:00","0.228","0.000","243.760","1.000","0.000","0.000",0
"150",2007-02-01,"02:29:00","0.226","0.000","243.360","1.000","0.000","0.000",0
"151",2007-02-01,"02:30:00","0.226","0.000","243.170","1.000","0.000","0.000",0
"152",2007-02-01,"02:31:00","0.228","0.000","243.580","1.000","0.000","0.000",0
"153",2007-02-01,"02:32:00","0.228","0.000","244.100","1.000","0.000","0.000",0
"154",2007-02-01,"02:33:00","0.230","0.000","244.550","1.000","0.000","0.000",0
"155",2007-02-01,"02:34:00","0.230","0.000","244.980","1.000","0.000","0.000",0
"156",2007-02-01,"02:35:00","0.228","0.000","244.360","1.000","0.000","0.000",0
"157",2007-02-01,"02:36:00","0.292","0.060","244.420","1.400","0.000","0.000",0
"158",2007-02-01,"02:37:00","0.388","0.190","243.850","1.800","0.000","0.000",0
"159",2007-02-01,"02:38:00","0.416","0.238","243.830","2.000","0.000","0.000",0
"160",2007-02-01,"02:39:00","0.416","0.244","243.730","2.000","0.000","0.000",0
"161",2007-02-01,"02:40:00","0.436","0.276","244.660","2.000","0.000","0.000",0
"162",2007-02-01,"02:41:00","0.436","0.280","245.020","2.000","0.000","0.000",0
"163",2007-02-01,"02:42:00","0.432","0.280","245.060","2.000","0.000","0.000",0
"164",2007-02-01,"02:43:00","0.426","0.272","244.040","2.000","0.000","0.000",0
"165",2007-02-01,"02:44:00","0.424","0.270","243.580","2.000","0.000","0.000",0
"166",2007-02-01,"02:45:00","0.420","0.268","243.420","2.000","0.000","0.000",0
"167",2007-02-01,"02:46:00","0.350","0.160","243.190","1.600","0.000","0.000",0
"168",2007-02-01,"02:47:00","0.350","0.164","243.900","1.600","0.000","0.000",0
"169",2007-02-01,"02:48:00","0.348","0.162","243.600","1.600","0.000","0.000",0
"170",2007-02-01,"02:49:00","0.346","0.160","243.040","1.600","0.000","0.000",0
"171",2007-02-01,"02:50:00","0.346","0.162","243.440","1.600","0.000","0.000",0
"172",2007-02-01,"02:51:00","0.346","0.162","243.350","1.600","0.000","0.000",0
"173",2007-02-01,"02:52:00","0.256","0.000","243.340","1.000","0.000","0.000",0
"174",2007-02-01,"02:53:00","0.252","0.000","243.210","1.000","0.000","0.000",0
"175",2007-02-01,"02:54:00","0.252","0.000","242.960","1.000","0.000","0.000",0
"176",2007-02-01,"02:55:00","0.252","0.000","243.330","1.000","0.000","0.000",0
"177",2007-02-01,"02:56:00","0.252","0.000","243.160","1.000","0.000","0.000",0
"178",2007-02-01,"02:57:00","0.250","0.000","242.770","1.000","0.000","0.000",0
"179",2007-02-01,"02:58:00","0.252","0.000","243.360","1.000","0.000","0.000",0
"180",2007-02-01,"02:59:00","0.252","0.000","243.380","1.000","0.000","0.000",0
"181",2007-02-01,"03:00:00","0.252","0.000","243.500","1.000","0.000","0.000",0
"182",2007-02-01,"03:01:00","0.252","0.000","243.570","1.000","0.000","0.000",0
"183",2007-02-01,"03:02:00","0.254","0.000","244.240","1.000","0.000","0.000",0
"184",2007-02-01,"03:03:00","0.254","0.000","244.220","1.000","0.000","0.000",0
"185",2007-02-01,"03:04:00","0.254","0.000","243.990","1.000","0.000","0.000",0
"186",2007-02-01,"03:05:00","0.252","0.000","243.440","1.000","0.000","0.000",0
"187",2007-02-01,"03:06:00","0.252","0.000","243.400","1.000","0.000","0.000",0
"188",2007-02-01,"03:07:00","0.252","0.000","243.490","1.000","0.000","0.000",0
"189",2007-02-01,"03:08:00","0.252","0.000","243.550","1.000","0.000","0.000",0
"190",2007-02-01,"03:09:00","0.252","0.000","243.190","1.000","0.000","0.000",0
"191",2007-02-01,"03:10:00","0.254","0.000","243.740","1.000","0.000","0.000",0
"192",2007-02-01,"03:11:00","0.254","0.000","244.110","1.000","0.000","0.000",0
"193",2007-02-01,"03:12:00","0.250","0.000","242.840","1.000","0.000","0.000",0
"194",2007-02-01,"03:13:00","0.250","0.000","242.810","1.000","0.000","0.000",0
"195",2007-02-01,"03:14:00","0.250","0.000","242.480","1.000","0.000","0.000",0
"196",2007-02-01,"03:15:00","0.250","0.000","242.500","1.000","0.000","0.000",0
"197",2007-02-01,"03:16:00","0.250","0.000","242.760","1.000","0.000","0.000",0
"198",2007-02-01,"03:17:00","0.250","0.000","242.920","1.000","0.000","0.000",0
"199",2007-02-01,"03:18:00","0.368","0.150","242.490","1.600","0.000","0.000",0
"200",2007-02-01,"03:19:00","0.360","0.158","242.860","1.600","0.000","0.000",0
"201",2007-02-01,"03:20:00","0.358","0.162","243.330","1.600","0.000","0.000",0
"202",2007-02-01,"03:21:00","0.358","0.162","243.530","1.600","0.000","0.000",0
"203",2007-02-01,"03:22:00","0.356","0.162","243.440","1.600","0.000","0.000",0
"204",2007-02-01,"03:23:00","0.386","0.184","243.530","1.800","0.000","0.000",0
"205",2007-02-01,"03:24:00","0.406","0.234","243.000","1.800","0.000","0.000",0
"206",2007-02-01,"03:25:00","0.404","0.238","243.800","1.800","0.000","0.000",0
"207",2007-02-01,"03:26:00","0.402","0.236","243.500","1.800","0.000","0.000",0
"208",2007-02-01,"03:27:00","0.400","0.234","243.130","1.800","0.000","0.000",0
"209",2007-02-01,"03:28:00","0.400","0.234","243.340","1.800","0.000","0.000",0
"210",2007-02-01,"03:29:00","0.398","0.236","243.510","1.800","0.000","0.000",0
"211",2007-02-01,"03:30:00","0.396","0.238","243.860","1.800","0.000","0.000",0
"212",2007-02-01,"03:31:00","0.392","0.234","243.030","1.800","0.000","0.000",0
"213",2007-02-01,"03:32:00","0.346","0.166","242.990","1.600","0.000","0.000",0
"214",2007-02-01,"03:33:00","0.258","0.000","243.120","1.000","0.000","0.000",0
"215",2007-02-01,"03:34:00","0.224","0.000","242.060","1.000","0.000","0.000",0
"216",2007-02-01,"03:35:00","0.224","0.000","241.770","1.000","0.000","0.000",0
"217",2007-02-01,"03:36:00","0.226","0.000","242.340","1.000","0.000","0.000",0
"218",2007-02-01,"03:37:00","0.228","0.000","243.260","1.000","0.000","0.000",0
"219",2007-02-01,"03:38:00","0.228","0.000","243.710","1.000","0.000","0.000",0
"220",2007-02-01,"03:39:00","0.230","0.000","244.830","1.000","0.000","0.000",0
"221",2007-02-01,"03:40:00","0.230","0.000","244.690","1.000","0.000","0.000",0
"222",2007-02-01,"03:41:00","0.230","0.000","244.550","1.000","0.000","0.000",0
"223",2007-02-01,"03:42:00","0.230","0.000","244.380","1.000","0.000","0.000",0
"224",2007-02-01,"03:43:00","0.230","0.000","244.400","1.000","0.000","0.000",0
"225",2007-02-01,"03:44:00","0.228","0.000","244.160","1.000","0.000","0.000",0
"226",2007-02-01,"03:45:00","0.268","0.000","244.210","1.400","0.000","0.000",0
"227",2007-02-01,"03:46:00","0.312","0.120","244.130","1.400","0.000","1.000",0
"228",2007-02-01,"03:47:00","0.312","0.120","244.220","1.400","0.000","1.000",0
"229",2007-02-01,"03:48:00","0.312","0.118","243.960","1.400","0.000","2.000",0
"230",2007-02-01,"03:49:00","0.312","0.116","243.480","1.400","0.000","1.000",0
"231",2007-02-01,"03:50:00","0.312","0.118","243.840","1.400","0.000","2.000",0
"232",2007-02-01,"03:51:00","0.314","0.120","243.920","1.400","0.000","1.000",0
"233",2007-02-01,"03:52:00","0.314","0.122","244.500","1.400","0.000","1.000",0
"234",2007-02-01,"03:53:00","0.314","0.122","244.600","1.400","0.000","2.000",0
"235",2007-02-01,"03:54:00","0.314","0.122","244.560","1.400","0.000","1.000",0
"236",2007-02-01,"03:55:00","0.312","0.120","243.910","1.400","0.000","2.000",0
"237",2007-02-01,"03:56:00","0.310","0.116","243.550","1.400","0.000","1.000",0
"238",2007-02-01,"03:57:00","0.310","0.116","243.580","1.400","0.000","1.000",0
"239",2007-02-01,"03:58:00","0.308","0.112","242.740","1.400","0.000","2.000",0
"240",2007-02-01,"03:59:00","0.412","0.228","242.720","2.000","0.000","1.000",0
"241",2007-02-01,"04:00:00","0.416","0.250","242.710","2.000","0.000","1.000",0
"242",2007-02-01,"04:01:00","0.410","0.248","242.320","2.000","0.000","2.000",0
"243",2007-02-01,"04:02:00","0.408","0.248","242.360","2.000","0.000","1.000",0
"244",2007-02-01,"04:03:00","0.406","0.246","242.120","2.000","0.000","1.000",0
"245",2007-02-01,"04:04:00","0.404","0.248","242.180","2.000","0.000","2.000",0
"246",2007-02-01,"04:05:00","0.402","0.248","242.220","1.800","0.000","1.000",0
"247",2007-02-01,"04:06:00","0.400","0.246","241.980","1.800","0.000","1.000",0
"248",2007-02-01,"04:07:00","0.398","0.246","242.090","1.800","0.000","1.000",0
"249",2007-02-01,"04:08:00","0.396","0.246","241.920","1.800","0.000","1.000",0
"250",2007-02-01,"04:09:00","0.396","0.250","242.610","1.800","0.000","2.000",0
"251",2007-02-01,"04:10:00","0.396","0.252","242.990","1.800","0.000","1.000",0
"252",2007-02-01,"04:11:00","0.432","0.280","243.060","2.200","0.000","1.000",0
"253",2007-02-01,"04:12:00","0.470","0.358","242.940","2.400","0.000","1.000",0
"254",2007-02-01,"04:13:00","0.428","0.296","243.070","2.200","0.000","2.000",0
"255",2007-02-01,"04:14:00","0.348","0.170","242.850","1.600","0.000","0.000",0
"256",2007-02-01,"04:15:00","0.304","0.094","242.730","1.200","0.000","0.000",0
"257",2007-02-01,"04:16:00","0.302","0.094","242.650","1.200","0.000","0.000",0
"258",2007-02-01,"04:17:00","0.302","0.096","243.080","1.200","0.000","0.000",0
"259",2007-02-01,"04:18:00","0.300","0.100","243.600","1.200","0.000","0.000",0
"260",2007-02-01,"04:19:00","0.298","0.096","243.050","1.200","0.000","0.000",0
"261",2007-02-01,"04:20:00","0.292","0.086","243.380","1.200","0.000","0.000",0
"262",2007-02-01,"04:21:00","0.228","0.000","243.820","1.000","0.000","0.000",0
"263",2007-02-01,"04:22:00","0.228","0.000","243.730","1.000","0.000","0.000",0
"264",2007-02-01,"04:23:00","0.230","0.000","244.260","1.000","0.000","0.000",0
"265",2007-02-01,"04:24:00","0.230","0.000","244.980","1.000","0.000","0.000",0
"266",2007-02-01,"04:25:00","0.230","0.000","244.950","1.000","0.000","0.000",0
"267",2007-02-01,"04:26:00","0.234","0.000","244.300","1.000","0.000","0.000",0
"268",2007-02-01,"04:27:00","0.250","0.000","243.730","1.000","0.000","0.000",0
"269",2007-02-01,"04:28:00","0.250","0.000","243.230","1.000","0.000","0.000",0
"270",2007-02-01,"04:29:00","0.226","0.000","242.830","1.000","0.000","0.000",0
"271",2007-02-01,"04:30:00","0.226","0.000","242.750","1.000","0.000","0.000",0
"272",2007-02-01,"04:31:00","0.226","0.000","243.000","1.000","0.000","0.000",0
"273",2007-02-01,"04:32:00","0.228","0.000","243.300","1.000","0.000","0.000",0
"274",2007-02-01,"04:33:00","0.228","0.000","243.400","1.000","0.000","0.000",0
"275",2007-02-01,"04:34:00","0.226","0.000","242.690","1.000","0.000","0.000",0
"276",2007-02-01,"04:35:00","0.226","0.000","242.310","1.000","0.000","0.000",0
"277",2007-02-01,"04:36:00","0.224","0.000","242.160","1.000","0.000","0.000",0
"278",2007-02-01,"04:37:00","0.224","0.000","242.130","1.000","0.000","0.000",0
"279",2007-02-01,"04:38:00","0.224","0.000","242.020","1.000","0.000","0.000",0
"280",2007-02-01,"04:39:00","0.226","0.000","242.490","1.000","0.000","0.000",0
"281",2007-02-01,"04:40:00","0.320","0.090","243.160","1.400","0.000","0.000",0
"282",2007-02-01,"04:41:00","0.338","0.128","243.110","1.400","0.000","0.000",0
"283",2007-02-01,"04:42:00","0.332","0.122","242.150","1.400","0.000","0.000",0
"284",2007-02-01,"04:43:00","0.330","0.124","242.260","1.400","0.000","0.000",0
"285",2007-02-01,"04:44:00","0.328","0.124","242.180","1.400","0.000","0.000",0
"286",2007-02-01,"04:45:00","0.326","0.122","242.010","1.400","0.000","0.000",0
"287",2007-02-01,"04:46:00","0.326","0.122","242.010","1.400","0.000","0.000",0
"288",2007-02-01,"04:47:00","0.324","0.120","241.670","1.400","0.000","0.000",0
"289",2007-02-01,"04:48:00","0.322","0.120","241.500","1.400","0.000","0.000",0
"290",2007-02-01,"04:49:00","0.320","0.120","241.370","1.400","0.000","0.000",0
"291",2007-02-01,"04:50:00","0.320","0.122","241.780","1.400","0.000","0.000",0
"292",2007-02-01,"04:51:00","0.320","0.124","242.270","1.400","0.000","0.000",0
"293",2007-02-01,"04:52:00","0.320","0.120","241.880","1.400","0.000","0.000",0
"294",2007-02-01,"04:53:00","0.318","0.120","241.810","1.400","0.000","0.000",0
"295",2007-02-01,"04:54:00","0.270","0.052","241.920","1.200","0.000","0.000",0
"296",2007-02-01,"04:55:00","0.224","0.000","241.680","1.000","0.000","0.000",0
"297",2007-02-01,"04:56:00","0.224","0.000","241.380","1.000","0.000","0.000",0
"298",2007-02-01,"04:57:00","0.222","0.000","240.580","1.000","0.000","0.000",0
"299",2007-02-01,"04:58:00","0.222","0.000","240.810","1.000","0.000","0.000",0
"300",2007-02-01,"04:59:00","0.288","0.048","241.040","1.400","0.000","0.000",0
"301",2007-02-01,"05:00:00","0.300","0.090","241.540","1.200","0.000","0.000",0
"302",2007-02-01,"05:01:00","0.300","0.088","241.420","1.200","0.000","0.000",0
"303",2007-02-01,"05:02:00","0.300","0.088","241.450","1.200","0.000","0.000",0
"304",2007-02-01,"05:03:00","0.298","0.086","240.860","1.200","0.000","0.000",0
"305",2007-02-01,"05:04:00","0.294","0.084","239.840","1.200","0.000","0.000",0
"306",2007-02-01,"05:05:00","0.294","0.082","239.500","1.200","0.000","0.000",0
"307",2007-02-01,"05:06:00","0.292","0.082","239.820","1.200","0.000","0.000",0
"308",2007-02-01,"05:07:00","0.292","0.082","239.820","1.200","0.000","0.000",0
"309",2007-02-01,"05:08:00","0.248","0.000","240.780","1.000","0.000","0.000",0
"310",2007-02-01,"05:09:00","0.222","0.000","240.920","1.000","0.000","0.000",0
"311",2007-02-01,"05:10:00","0.222","0.000","240.740","1.000","0.000","0.000",0
"312",2007-02-01,"05:11:00","0.222","0.000","241.150","1.000","0.000","0.000",0
"313",2007-02-01,"05:12:00","0.224","0.000","241.370","1.000","0.000","0.000",0
"314",2007-02-01,"05:13:00","0.224","0.000","241.710","1.000","0.000","0.000",0
"315",2007-02-01,"05:14:00","0.226","0.000","242.680","1.000","0.000","0.000",0
"316",2007-02-01,"05:15:00","0.226","0.000","243.110","1.000","0.000","0.000",0
"317",2007-02-01,"05:16:00","0.226","0.000","243.060","1.000","0.000","0.000",0
"318",2007-02-01,"05:17:00","0.226","0.000","243.010","1.000","0.000","0.000",0
"319",2007-02-01,"05:18:00","0.226","0.000","242.770","1.000","0.000","0.000",0
"320",2007-02-01,"05:19:00","0.224","0.000","241.510","1.000","0.000","0.000",0
"321",2007-02-01,"05:20:00","0.224","0.000","241.420","1.000","0.000","0.000",0
"322",2007-02-01,"05:21:00","0.300","0.062","240.770","1.400","0.000","0.000",0
